Ulasan,stemming,Learnability,Efficiency,Errors,Satisfaction
Sering ngecrash tapi kalau untuk pembayaran mudah,"['ngecrash', 'bayar', 'mudah']",1,0,-1,0
Mau sign mau join susah semua padahal email sama kata sandi bener Ampe bikin email baru tetep salah juga aplikasi jelek,"['sign', 'join', 'sulit', 'email', 'sandi', 'email', 'salah', 'aplikasi', 'jelek']",-1,0,-1,0
Susah banget buat masuk Udah ga punya kode ko malah ga bisa,"['sulit', 'banget', 'kode']",0,0,-1,0
Mantap,['mantap'],0,0,0,1
Parah bgt mau sign in masukan email salah mulu padahal gw BNR dah masukan email & password pasti tulisan nya error' suruh masukan email yg benar .plz deh.gak bs login PK no hp ja gt??mana ada saldonya lagi di app SBUCK NYA😭😭😭😭😭😭,"['parah', 'banget', 'sign', 'masuk', 'email', 'salah', 'mulu', 'masuk', 'email', 'password', 'tulis', 'error', 'suruh', 'masuk', 'email', 'plz', 'dehgak', 'login', 'pakai', 'handphone', 'gtmana', 'saldo', 'app', 'sbuck']",0,0,-1,0
Starbucks is the best,"['starbucks', 'best']",0,0,0,0
Erorr.,['erorr'],0,0,-1,0
di update terbaru g bisa masuk katanya ponsel ter root padahal kondisinya lagi unroot..,"['baru', 'ponsel', 'root', 'kondisi', 'unroot']",0,0,-1,0
andi,['andi'],0,0,0,0
gabisa pencet tombol sign in error di sistem nya,"['enggak bisa', 'pencet', 'tombol', 'sign', 'error', 'sistem']",0,0,-1,0
Good,[],0,0,0,1
Gooood,[],0,0,0,1
tidak bisa login,['login'],0,0,-1,0
Starbucks emang paling debes,"['starbucks', 'debes']",0,0,0,0
super app. thanks.,"['super', 'app', 'thanks']",0,0,0,1
"Parah, mau order di surabaya malah yang tersedia di jakarta ajaa.. segera di perbaiki","['parah', 'order', 'surabaya', 'sedia', 'jakarta', 'baik']",0,0,-1,0
Mantaap,['mantap'],0,0,0,1
"selalu error gaada internet waktu mau login dan buat passcode pdhal internetny kenceng, tolong diperbaiki..","['error', 'enggak ada', 'internet', 'login', 'passcode', 'internetny', 'kencang', 'tolong', 'baik']",0,0,-1,0
Gk bs daftar knp ya gk mau msk terus,['daftar'],0,0,-1,0
"Mau order buat lokasi terdekat malah gabisa. Asik di jkt mulu, kan gue tinggal di medan. Dah di search dan on location. Mengheran","['order', 'lokasi', 'dekat', 'enggak bisa', 'jakarta', 'mulu', 'tinggal', 'medan', 'search', 'location', 'heran']",0,0,-1,0
Sangat bagus,['bagus'],0,0,0,1
Excellent,['excellent'],0,0,0,1
Paraaaaaah banget gabsa sign in sama sekali sampai cape bgt sumpah,"['parah', 'banget', 'tidak bisa', 'sign', 'capek', 'banget', 'sumpah']",0,0,-1,0
Aplikasi ga guna,['aplikasi'],0,-1,0,-1
Starbuck mantap banyak bonus,"['starbuck', 'mantap', 'bonus']",0,0,1,0
Terbaik,['baik'],0,0,0,1
Aplikasi tidak dapat dibuka.,"['aplikasi', 'buka']",0,0,-1,0
Gak asik,[],0,0,0,-1
"Mbak-mbak baristanya suka menjebak pembeli. Di daftar harga tertera 32rb, tapi mbak-mbak baristanya bilang ini itu ini itu, kami sebagai pembeli mengira itu free karena mbak-mbak baristanya gak bilang kalau tambah ini bayar sekian. Kopi yang tertera didaftar menu seharga 32rb, tapi waktu bayar 70rb.","['mbakmbak', 'baristanya', 'suka', 'jebak', 'beli', 'daftar', 'harga', 'tera', 'ribu', 'mbakmbak', 'baristanya', 'beli', 'mbakmbak', 'baristanya', 'bayar', 'sekian', 'kopi', 'tera', 'daftar', 'menu', 'harga', 'ribu', 'bayar', 'ribu']",0,0,0,0
Top,['top'],0,0,0,1
"Cek store terdekat aja ga bisa, gimana mau beli lewat aplikasi coba","['cek', 'store', 'dekat', 'beli', 'aplikasi', 'coba']",0,0,-1,0
"Yang gabisa nemu OTP, kalian bisa cari di Bagian Promo di email disitu tertera Kode OTP nya","['enggak bisa', 'nemu', 'otp', 'cari', 'promo', 'email', 'situ', 'tera', 'kode', 'otp']",0,0,1,0
Mohon dibantu starbuck saya udah join now saat saya mau sign in kok susah padahal saya udah punya kartu starbuck,"['bantu', 'starbuck', 'join', 'now', 'sign', 'sulit', 'kartu', 'starbuck']",0,0,-1,0
Kontholl mau masuk ribet banget sekeren apa si aplikasi lo dasar,"['kontholl', 'ribet', 'banget', 'keren', 'aplikasi', 'dasar']",-1,-1,0,0
Yg bilang login masukin code perasaan saya gampang² aja gada kesulitan. Kesulitan nya cuma 1 mau milih tapi kantong menipis:((( muehehe:v,"['login', 'masuk', 'code', 'asa', 'gampang', 'enggak ada', 'sulit', 'sulit', 'pilih', 'kantong', 'tip', 'muehehev']",1,0,0,0
Mantap,['mantap'],0,0,0,1
Starbucks lu lagi kenapa sii sekelas lu kenapa ribet amatt gini,"['starbucks', 'kelas', 'ribet']",-1,-1,0,0
"Rabu 17 November 21 jam 1353 dapat order dari customer sebesar rp.1juta lebih, sudah dikasih nota ,saya foto,saya tunggu diluar[karena nungguin didalam tidak boleh]sangat tidak menghargai ojol,saya tunggu 30menit lebih,pelayan cowok tinggi kurus keluar bilang mau dicancel, karena stok habis, njancuk koe mas, kerja nggak profesional, sekelas Starbucks dari Amerika tidak bisa menghargai waktu,waktu adalah uang,uang orderan saya hilang,tips customer juga hilang,staff Starbucks setahu saya min D3 ta","['rabu', 'november', 'jam', 'order', 'customer', 'rpjuta', 'kasih', 'nota', 'fotosaya', 'tunggu', 'diluarkarena', 'tunggu', 'dalam', 'bolehsangat', 'harga', 'ojolsaya', 'tunggu', 'menit', 'lebihpelayan', 'cowok', 'kurus', 'dicancel', 'stok', 'habis', 'njancuk', 'profesional', 'kelas', 'starbucks', 'amerika', 'harga', 'waktuwaktu', 'uanguang', 'order', 'hilangtips', 'customer', 'hilangstaff', 'starbucks', 'tahu']",0,0,0,0
Koq ga bs sign in yah???,['sign'],0,0,-1,0
mau login tp d suruh update. Giliran mau update malah ga bisa2,"['login', 'suruh', 'gilir']",0,0,-1,0
"jarang saya temui bintang 5, biar jd perwakilan, Jos sering ada Reward.","['jarang', 'temu', 'bintang', 'wakil', 'jos', 'reward']",0,0,1,0
Tidak bisa login ketika memasukan OTP gagal terus sudah 20kali. Tolong perbaiki lagi aplikasinya. Terimakasih,"['login', 'pasu', 'otp', 'gagal', 'tolong', 'baik', 'aplikasi', 'terimakasih']",0,0,-1,0
"Sulit sekali untuk bisa log in, sudah berhasil join now tapi tidak bisa log in. Saya sampai coba forget password tapi tetap tidak berhasil.","['sulit', 'log', 'hasil', 'join', 'now', 'log', 'coba', 'forget', 'password', 'hasil']",0,0,-1,0
Mak nyusssss,"['mak', 'nyuss']",0,0,0,0
Nice service,"['nice', 'service']",0,0,0,0
"Mantap ini ke3x dihapus, apps nya gk ngasih extra bintang pas top up, tulis email gk direspon, tlp customer care sibuk, ancuurrr, nipuuuuuu","['mantap', 'kex', 'hapus', 'apps', 'asih', 'extra', 'bintang', 'pas', 'top', 'up', 'tulis', 'email', 'direspon', 'telepon', 'customer', 'sibuk', 'ancuurr', 'nipuu']",0,0,-1,0
"gak bisa daftar katanya emailnya gak valid , pdhl email yang saya masukkan itu dipake setiap hari . Gimna sih ?","['daftar', 'email', 'valid', 'email', 'masuk', 'pakai']",0,0,-1,0
"Ini kopi kalau tidak niat dengan adanya aplikasi mending tidak usah pakai aplikasi deh.. ribet banget 🤦🤦 ya ampun.. kalau untuk perbandingan aplikasi antara kopi kenangan lebih mudah,, mulai daftar, pesen,, pembayaran dll🤦 padahal sekelas Starbucks mewah kenapa lemah di aplikasi, sebagai pecinta Starbucks kecewa sih🤦🤦","['kopi', 'niat', 'aplikasi', 'mending', 'pakai', 'aplikasi', 'ribet', 'banget', 'ampun', 'banding', 'aplikasi', 'kopi', 'kenang', 'mudah', 'daftar', 'pesan', 'bayar', 'dan lain', 'kelas', 'starbucks', 'mewah', 'lemah', 'aplikasi', 'cinta', 'starbucks', 'kecewa']",-1,-1,0,-1
"Saran: minuman Internasional pelayanan kurang begitu baik,member sy sudah Gold sekarang menjadi Green Level mengapa❓❓❓ hitungan sy top up selama sebulan bisa mencapai 1.5juta..itupun sebagai pelanggan yg penikmat kopi tidak dirangsang dgn hadiah - hadiah ( karena jaman omincron )mohon utk kelanjutan dalam berbisnis..cari karyawan yg mengerti akan setiap pelanggan jangan bekerja dgn muka dilipat menjadi 6...","['saran', 'minum', 'internasional', 'layan', 'baikmember', 'gold', 'green', 'level', 'hitung', 'top', 'up', 'bulan', 'capai', 'jutaitupun', 'langgan', 'nikmat', 'kopi', 'rangsang', 'hadiah', 'hadiah', 'jaman', 'omincron', 'lanjut', 'berbisniscari', 'karyawan', 'erti', 'langgan', 'muka', 'lipat']",0,0,-1,0
Belom bisa order di bandung. Nanti klo ud bisa order ganti bintang 5,"['bom', 'order', 'bandung', 'order', 'ganti', 'bintang']",0,0,-1,0
E-CODE NYA ERROR MULU KALO NGASIH OTP YANG BENER BIKIN INVALID MULU SANDI BENER EMAIL BENER Kalo ga niat ngasih KODE ke pembeli gaush bikin apk nya.,"['ecode', 'error', 'mulu', 'asih', 'otp', 'invalid', 'mulu', 'sandi', 'email', 'niat', 'asih', 'kode', 'beli', 'gaush', 'apk']",0,0,-1,0
Ga jelas ga bisa masuk no otp tidak valid ga jelas,"['otp', 'valid']",0,0,-1,0
Very good,['very'],0,0,0,1
Baik,[],0,0,0,1
Good coffee quality,"['coffee', 'kualitas']",0,0,0,0
"Aplikasi rusak, ga bisa login _- internet tidak ada akses padahal sinyal kenceng _-","['aplikasi', 'rusak', 'login', 'internet', 'akses', 'sinyal', 'kencang']",0,0,-1,0
"Aplikasi gak bisa dibuka sama sekali, markom nul markom nul doang, balanceku masih ada. Kesal","['aplikasi', 'buka', 'markom', 'nul', 'markom', 'nul', 'doang', 'balanceku', 'kesal']",0,0,-1,-1
Bagus.,['bagus'],0,0,0,1
Banyak promo,['promo'],0,0,1,0
"saya bantu ngasi bintang 5, kasian adminnya salah mulu ;)","['bantu', 'asih', 'bintang', 'kasihan', 'adminnya', 'salah', 'mulu']",0,0,0,0
"ga bisa sign in, padahal emailnya bener, passwordnya juga bener","['sign', 'email', 'passwordnya']",0,0,-1,0
Sangat puas minum starbucks,"['puas', 'minum', 'starbucks']",0,0,0,0
Aplikasi ini sangat berguna kasih bintang 5 jika bisa pembayaran via gopay,"['aplikasi', 'guna', 'kasih', 'bintang', 'bayar', 'via', 'gopay']",0,1,0,1
"Ga bisa registrasi, salah mulu ky cewek","['registrasi', 'salah', 'mulu', 'kaya', 'cewek']",0,0,-1,0
"Gabisa login terusss dah hampir sebulan nyoba login belum bisa2 sampe sekarang:""","['enggak bisa', 'login', 'bulan', 'coba', 'login']",0,0,-1,0
"Aplikasinya sakit, mending starling ga ribet :)","['aplikasi', 'sakit', 'mending', 'starling', 'ribet']",0,0,0,-1
"Tidak bisa daftar, selain kendala kode OTP, banyak juga kenda lainnya saat mendaftar, seperti server error dan nomor atau email katanya sudah terdaftar padahal belum pernah download dan daftar sebelumnya. Sudah banyak komplain mengenai hal ini tapi pihak yang bersangkutan juga belum mengatasi sampai sekarang.","['daftar', 'kendala', 'kode', 'otp', 'kenda', 'daftar', 'server', 'error', 'nomor', 'email', 'daftar', 'download', 'daftar', 'komplain', 'sangkut', 'atas']",0,0,-1,0
"""INTERNAL SERVER ERROR"" PLEASE FIX IT.","['internal', 'server', 'error', 'fix']",0,0,-1,0
Feel at home❤😍👍🙏,"['feel', 'home']",0,0,0,0
Good taste,['taste'],0,0,0,0
Ok,[],0,0,0,1
"aplikasinya parah cacadnya ..lemot, lama, buat id aja prosesnya lama...masak starbuck buat aplikasi yg mufah simple aja g bisa g kayak branf kopi lain yg mudah simple cara daftar dan buat id nya...cacad parah sihh....dah banyak yg ngasih review jelek g malah diperbaiki aplikasi ..dasar hadehhh....","['aplikasi', 'parah', 'cacadnya', 'lot', 'id', 'proses', 'lamamasak', 'starbuck', 'aplikasi', 'mufah', 'simple', 'branf', 'kopi', 'mudah', 'simple', 'daftar', 'id', 'nyacacad', 'parah', 'sihhdah', 'asih', 'review', 'jelek', 'baik', 'aplikasi', 'dasar', 'hadehh']",-1,-1,-1,-1
Jangan percaya voucher 10k,"['percaya', 'voucher']",0,0,-1,0
"Banyak penawaran asal diberikan ke konsumen, tanpa melihat kondisi dilapangan. Hapus aja aplikasi ini kalau tidak bermanfaat.","['tawar', 'konsumen', 'kondisi', 'lapang', 'hapus', 'aplikasi', 'manfaat']",0,0,-1,0
Susah banget joinnya,"['sulit', 'banget', 'joinnya']",0,0,-1,0
"Tidak bisa login, daftar pakai no lain juga tidak bisa","['login', 'daftar', 'pakai']",0,0,-1,0
Coffe nya the best,"['coffe', 'best']",0,0,0,0
Udah input verifikasi code yg dikirim ke email ttp gak ba masuk udah berapa kali dicoba ttp gak bisa,"['input', 'verifikasi', 'code', 'kirim', 'email', 'coba']",0,0,-1,0
Semakin di maksimalkan ya seluruh fitur nya,"['maksimal', 'fitur']",0,0,1,0
Jos mantul,"['jos', 'mantul']",0,0,0,1
Sangat membantu,['bantu'],0,1,0,1
Oke dan cepat,['cepat'],0,1,0,1
Harus lbh dipermudah lagi yaa aplikasinya Starbucks,"['mudah', 'aplikasi', 'starbucks']",-1,0,0,0
Susah masuk nya,['sulit'],0,0,-1,0
Log in nya kaga mulu dah,"['log', 'mulu']",0,0,-1,0
Good apps,['apps'],0,0,0,1
👍🏻👍🏻👍🏻,[],0,0,0,1
Ok,[],0,0,0,1
Mau ganti password gabisa login terus. Padahal sudah perbarui password,"['ganti', 'password', 'enggak bisa', 'login', 'baru', 'password']",0,0,0,1
"Percuma download, ribet, gak bs ter-registrasi...","['download', 'ribet', 'terregistrasi']",0,0,-1,0
Menarik,['tarik'],0,0,0,1
"Aplikasinya buruk, ketika saya ingin join dan menginputkan kode security selalu gagal krn jaringan. Dasar aplikasi jelek","['aplikasi', 'buruk', 'join', 'menginputkan', 'kode', 'security', 'gagal', 'jaring', 'dasar', 'aplikasi', 'jelek']",0,0,-1,-1
"app sangat lambat loadingnya, harap di upgrade. Kecewa","['app', 'lambat', 'loadingnya', 'harap', 'upgrade', 'kecewa']",0,-1,0,-1
"Kasih bintang 1 aja, daftar, di kaaih kode otp, pas isi data, kode otp invalid....🤣🤣","['kasih', 'bintang', 'daftar', 'kaaih', 'kode', 'otp', 'pas', 'isi', 'data', 'kode', 'otp', 'invalid']",0,0,-1,0
Semua udh bnr tp gabisa signin susah bgt,"['enggak bisa', 'signin', 'sulit', 'banget']",0,0,1,0
Okee sudah nice 👍,"['okee', 'nice']",0,0,0,1
Ribet mau login aja ngga bisa iklas ngga sih bikin aplikasi ini,"['ribet', 'login', 'iklas', 'aplikasi']",0,0,1,0
Aplikasi busuk mau masuk ribet amat,"['aplikasi', 'busuk', 'ribet']",-1,-1,0,0
"Aneh banget , udh lengkap buat join. Internal server error terus.","['aneh', 'banget', 'lengkap', 'join', 'internal', 'server', 'error']",0,0,-1,0
susah dipake,"['sulit', 'pakai']",-1,0,0,0
Buang2 wkt udh daftar masuk pass tp g bs hadeehhh repot udh masuk email udh berhasil eh loading terus,"['buang', 'daftar', 'pas', 'aduh', 'repot', 'email', 'hasil', 'loading']",0,-1,-1,0
"Apk semple. Udah daftr, Giliran log in gk bisa username invlid terus diforgt juga gk dpt blsn email, ini apk gj bnget saya sudah coba dftr 2x dengn no tlfon berbeda dan email berbda tetap sama gk bisa log in.","['apk', 'semple', 'daftr', 'gilir', 'log', 'username', 'invlid', 'diforgt', 'blsn', 'email', 'apk', 'gj', 'banget', 'coba', 'daftar', 'dengn', 'tlfon', 'beda', 'email', 'berbda', 'log']",0,0,-1,0
Susah kirim OTPnya mending gak usah download sebelum ada perbaikan jelas,"['sulit', 'kirim', 'otpnya', 'mending', 'download', 'baik']",0,0,-1,0
Good,[],0,0,0,1
"MENDING GAUSAH DOWNLOAD, APPLIKASI GAK GUNA, UDH KLIK KIRIM OTP BERKALI2 GAK ADA 1 PUN OTP YG MASUK KE SMS","['mending', 'enggak usah', 'download', 'aplikasi', 'klik', 'kirim', 'otp', 'kali', 'otp', 'sms']",0,0,-1,0
benerin tuh null code gajelas duit w banyak disini,"['benerin', 'null', 'code', 'enggak jelas', 'duit']",0,0,-1,0
Gak jelas gak masuk masuk otp nya,['otp'],0,0,-1,0
"Mohon aplikasi nya segera diperbaiki. Setiap join gak pernah dapet kode otp nya,padahal nomor hp yang gw masukin udah bener. Terus daftar lewat website nya malah gagal terus.","['aplikasi', 'baik', 'join', 'kode', 'otp', 'nyapadahal', 'nomor', 'handphone', 'masuk', 'daftar', 'website', 'gagal']",0,0,-1,0
OTPNYA GAK DIKIRIM KIRIIIIMMM . UDAH SEJAM GUE KLIK BERKALI KALI MINTA KODE OTP ! NIAT GAK SIH BKIN APK MEMBER?,"['otpnya', 'kirim', 'kiriimm', 'jam', 'klik', 'kali', 'kode', 'otp', 'niat', 'apk', 'member']",0,0,-1,0
Ga jelas bgt mau sign up kode otp ga dikirim-kirim . Sekelas starbucks aplikasinya nge bug gini terus. Auto uninstall deh,"['banget', 'sign', 'up', 'kode', 'otp', 'dikirimkirim', 'kelas', 'starbucks', 'aplikasi', 'bug', 'auto', 'uninstall']",0,0,-1,0
"Ga bisa digunakan, apk ngebug","['apk', 'ngebug']",0,0,-1,0
Register udah tinggal sign aja gaisa hdeh gamau jalan sign nya,"['register', 'tinggal', 'sign', 'gaisa', 'hdeh', 'enggak mau', 'jalan', 'sign']",0,0,-1,0
Aplikasi yang mengecewakan,"['aplikasi', 'kecewa']",0,0,0,-1
Ga bisa masuk,[],0,0,-1,0
"Bagus, tp 6bulan kadaluarsa kartu, jd hangus uang di kartunya.","['bagus', 'kadaluarsa', 'kartu', 'hangus', 'uang', 'kartu']",0,0,-1,1
Ini kenapa gabsa login sih. Udh dpt otp segala macem ttep gabisa. Mw login dibilangnya salah password. Aneh ni aplikasi,"['tidak bisa', 'login', 'otp', 'enggak bisa', 'login', 'bilang', 'salah', 'password', 'aneh', 'aplikasi']",0,0,-1,0
"aplikasi belum layak pakai, harap di maintenance ulang","['aplikasi', 'layak', 'pakai', 'harap', 'maintenance', 'ulang']",-1,0,0,-1
"Aplikasi gajelas, gabisa login aneh padahal baru sign up","['aplikasi', 'enggak jelas', 'enggak bisa', 'login', 'aneh', 'sign', 'up']",0,0,-1,0
Tidak bisa ditarik uang nya kesel bngt buang2 duit dengan percuma,"['tarik', 'uang', 'kesel', 'banget', 'buang', 'duit']",0,0,-1,0
Enak buat nongkrong,['nongkrong'],0,0,0,0
"Alahhhhhh marketingggg di janjiin promo ini itu, tapi di persulit .. biar apa??? Biar di download tuh aplikasi 😑","['alahh', 'marketingg', 'janjiin', 'promo', 'sulit', 'download', 'aplikasi']",0,0,0,0
"Aplikasi nya nggak bisa di minimaze, mau liat kode otp diemail, malah kembali ke aplikasi ke hal sign in 😣😣😣","['aplikasi', 'minimaze', 'kode', 'otp', 'email', 'aplikasi', 'sign']",0,0,-1,0
Udah instal apk error ! Payah !!! Kasih bintang 1 karna apk nya tidak bisa dipakai dan server eror terus !!!,"['instal', 'apk', 'error', 'payah', 'kasih', 'bintang', 'apk', 'pakai', 'server', 'eror']",0,0,-1,-1
We've vvttvl,"['weve', 'vvttvl']",0,0,0,0
Promo tiputipu..,"['promo', 'tiputipu']",0,0,-1,0
"Please jgn download karena bakal susah/ bahkan gk bisa login. Saya sudah dapat kode otp dari email, lalu sudah saya masukan kode itu ke apk Starbucks. Tapi kenapa notif nya password salah. Dan sudah saya ulangi resens otp 5x . Tetap saja gk bisa log in, sungguh buang2 waktu dan kuota demi promo 10rb","['download', 'sulit', 'login', 'kode', 'otp', 'email', 'masuk', 'kode', 'apk', 'starbucks', 'notif', 'password', 'salah', 'ulang', 'resens', 'otp', 'log', 'sungguh', 'buang', 'kuota', 'promo', 'ribu']",0,0,-1,0
Mau login ga bisa woyy,['login'],0,0,-1,0
Intern sever error,"['intern', 'sever', 'error']",0,0,-1,0
Gak bisa login terus,['login'],0,0,-1,0
Internal server error,"['internal', 'server', 'error']",0,0,-1,0
Bapuk,['bapuk'],0,0,0,-1
RANIAC-698E87 gunain vocher aku buat dapet dis 50%,"['raniace', 'gunain', 'vocher', 'dis']",0,0,0,0
"Loading terus, gabisa dipake","['loading', 'enggak bisa', 'pakai']",0,-1,-1,0
Gak bisa sign in,['sign'],0,0,-1,0
gabisaa log inn 👎🏾👎🏾👎🏾,"['gabisaa', 'log', 'inn']",0,0,-1,0
Login eror terus....,"['login', 'eror']",0,0,-1,0
Error terusssssss,['error'],0,0,-1,0
gabisa sign in blok,"['enggak bisa', 'sign', 'blok']",0,0,-1,0
"ga bisa daftar, error terus aneh","['daftar', 'error', 'aneh']",0,0,-1,0
No internet connection pala lo peyang. Kesel bgt gue!!,"['internet', 'connection', 'kepala', 'yang', 'kesel', 'banget']",0,0,-1,0
Gajelas tiap signin gabisa,"['enggak jelas', 'signin', 'enggak bisa']",0,0,-1,0
"Ini komentar saya yg ke 3 setelah 2 komentar sebelumnya di atas tanpa ada solusi sama sekali, coba deh kalian install aplikasi trus login / forgot password ,, gw jamin kode verifikasi nggak bakal masuk ke email kalian","['komentar', 'komentar', 'solusi', 'coba', 'install', 'aplikasi', 'login', 'forgot', 'password', 'jamin', 'kode', 'verifikasi', 'email']",0,0,-1,0
"Thank you for update, sudah lebih stabil dan user-friendly.","['thank', 'stabil', 'userfriendly']",0,0,0,1
Ngga bisa log in.... Padahal tinggal masukin kode Verifikasi nya aja,"['log', 'tinggal', 'masuk', 'kode', 'verifikasi']",0,0,-1,0
sekelas Starbucks kok aplikasi nya gini,"['kelas', 'starbucks', 'aplikasi']",0,0,0,-1
Ga bisa login,['login'],0,0,-1,0
Gabisa login woi gimnaa;(,"['enggak bisa', 'login', 'gimnaa']",0,0,-1,0
Udah daftar udah selesai tapi pas log in masukin paswd malah gabisa 😶,"['daftar', 'selesai', 'pas', 'log', 'masuk', 'paswd', 'enggak bisa']",0,0,-1,0
Bali dikit boss masak jakarta,"['bal', 'dikit', 'bos', 'masak', 'jakarta']",0,0,-1,0
